Date,Open,High,Low,Close,Adj Close,Volume
20-08-2018,291.700012,308.5,288.200012,308.440002,308.440002,17402300
21-08-2018,310.609985,324.790009,309,321.899994,321.899994,13172200
22-08-2018,320.869995,323.880005,314.670013,321.640015,321.640015,5946000
23-08-2018,319.140015,327.320007,318.100006,320.100006,320.100006,5147300
24-08-2018,320.700012,323.850006,319.399994,322.820007,322.820007,3602600
27-08-2018,318,322.440002,308.809998,319.269989,319.269989,13079300
28-08-2018,318.410004,318.880005,311.190002,311.859985,311.859985,7649100
29-08-2018,310.269989,311.850006,303.690002,305.01001,305.01001,7447400
30-08-2018,302.26001,304.600006,297.720001,303.149994,303.149994,7216700
31-08-2018,302,305.309998,298.600006,301.660004,301.660004,5375100
04-09-2018,296.940002,298.190002,288,288.950012,288.950012,8350500
05-09-2018,285.049988,286.779999,277.179993,280.73999,280.73999,7720800
06-09-2018,284.799988,291.170013,278.880005,280.950012,280.950012,7480800
07-09-2018,260.100006,268.350006,252.25,263.23999,263.23999,22491900
10-09-2018,273.26001,286.029999,271,285.5,285.5,14283500
11-09-2018,279.470001,282,273.549988,279.440002,279.440002,9170000
12-09-2018,281.440002,292.5,278.649994,290.540009,290.540009,10015400
13-09-2018,288.019989,295,285.179993,289.459991,289.459991,6340300
14-09-2018,288.76001,297.329987,286.519989,295.200012,295.200012,6765600
17-09-2018,290.040009,300.869995,288.130005,294.839996,294.839996,6887600
18-09-2018,296.690002,302.640015,275.5,284.959991,284.959991,16547500
19-09-2018,280.51001,300,280.5,299.019989,299.019989,8294900
20-09-2018,303.559998,305.980011,293.329987,298.329987,298.329987,7349400
21-09-2018,297.700012,300.579987,295.369995,299.100006,299.100006,5050500
24-09-2018,298.480011,303,293.579987,299.679993,299.679993,4843000
25-09-2018,300,304.600006,296.5,300.98999,300.98999,4481700
26-09-2018,301.910004,313.890015,301.109985,309.579987,309.579987,7843200
27-09-2018,312.899994,314.959991,306.910004,307.519989,307.519989,8509100
28-09-2018,270.26001,278,260.559998,264.769989,264.769989,33649700
01-10-2018,305.769989,311.440002,301.049988,310.700012,310.700012,21777600
02-10-2018,313.950012,316.839996,299.149994,301.019989,301.019989,11743500
03-10-2018,303.329987,304.600006,291.570007,294.799988,294.799988,7995000
04-10-2018,293.950012,294,277.670013,281.829987,281.829987,9814200
05-10-2018,274.649994,274.880005,260,261.950012,261.950012,17944500
08-10-2018,264.519989,267.76001,249,250.559998,250.559998,13472700
09-10-2018,255.25,266.769989,253.300003,262.799988,262.799988,12060600
10-10-2018,264.609985,265.51001,247.770004,256.880005,256.880005,12815300
11-10-2018,257.529999,262.25,249.029999,252.229996,252.229996,8167700
12-10-2018,261,261.98999,252.009995,258.779999,258.779999,7201400
15-10-2018,259.059998,263.279999,254.539993,259.589996,259.589996,6200000
16-10-2018,265.700012,277.380005,262.23999,276.589996,276.589996,9526400
17-10-2018,282.399994,282.700012,265.799988,271.779999,271.779999,8655500
18-10-2018,269.290009,271,263,263.910004,263.910004,5421200
19-10-2018,267.390015,269.660004,253.5,260,260,9375500
22-10-2018,260.679993,261.859985,252.589996,260.950012,260.950012,5600300
23-10-2018,263.869995,297.929993,262.100006,294.140015,294.140015,19027800
24-10-2018,301.049988,304.440002,285.730011,288.5,288.5,20058300
25-10-2018,317.220001,321,301.01001,314.859985,314.859985,20840700
26-10-2018,308.25,339.899994,306.649994,330.899994,330.899994,27425500
29-10-2018,337.470001,347.160004,326.5,334.850006,334.850006,14486000
30-10-2018,328.390015,337.899994,322.26001,329.899994,329.899994,9126700
31-10-2018,332.540009,342,329.100006,337.320007,337.320007,7624300
01-11-2018,338.26001,347.839996,334.730011,344.279999,344.279999,8000100
02-11-2018,343.73999,349.200012,340.910004,346.410004,346.410004,7808000
05-11-2018,340.5,343.959991,330.140015,341.399994,341.399994,7831000
06-11-2018,339.070007,348.799988,336.089996,341.059998,341.059998,6762900
07-11-2018,343.339996,351.179993,340.799988,348.160004,348.160004,7374500
08-11-2018,348.5,357.579987,348.440002,351.399994,351.399994,7090700
09-11-2018,349,354,345.230011,350.51001,350.51001,5098800
12-11-2018,348.369995,349.779999,330.339996,331.279999,331.279999,6941500
13-11-2018,333.160004,344.700012,332.200012,338.730011,338.730011,5448600
14-11-2018,342.700012,347.109985,337.149994,344,344,5040300
15-11-2018,342.329987,348.579987,339.040009,348.440002,348.440002,4625700
16-11-2018,345.190002,355.700012,345.119995,354.309998,354.309998,7206200
19-11-2018,356.339996,366.75,352.880005,353.470001,353.470001,9708900
20-11-2018,341.75,349.799988,333.549988,347.48999,347.48999,8004700
21-11-2018,352,353.100006,337.399994,338.190002,338.190002,4686800
23-11-2018,334.350006,337.5,325.549988,325.829987,325.829987,4202600
26-11-2018,325,346.220001,325,346,346,7992100
27-11-2018,340.049988,346.959991,335.5,343.920013,343.920013,6358300
28-11-2018,345.98999,348.279999,342.209991,347.869995,347.869995,4127600
29-11-2018,347,347.5,339.549988,341.170013,341.170013,3080700
30-11-2018,341.829987,351.600006,338.26001,350.480011,350.480011,5629100
03-12-2018,360,366,352,358.48999,358.48999,8306500
04-12-2018,356.049988,368.679993,352,359.700012,359.700012,8461900
06-12-2018,356.01001,367.380005,350.76001,363.059998,363.059998,7842500
07-12-2018,369,379.48999,357.649994,357.970001,357.970001,11511200
10-12-2018,360,365.980011,353.119995,365.149994,365.149994,6613500
11-12-2018,369.910004,372.170013,360.230011,366.76001,366.76001,6308800
12-12-2018,369.420013,371.910004,365.160004,366.600006,366.600006,5027000
13-12-2018,370.149994,377.440002,366.75,376.790009,376.790009,7365900
14-12-2018,375,377.869995,364.329987,365.709991,365.709991,6337600
17-12-2018,362,365.700012,343.880005,348.420013,348.420013,7674000
18-12-2018,350.540009,351.549988,333.690002,337.029999,337.029999,7100000
19-12-2018,337.600006,347.01001,329.73999,332.970001,332.970001,8274200
20-12-2018,327.049988,330.290009,311.869995,315.380005,315.380005,9071900
21-12-2018,317.399994,323.470001,312.440002,319.769989,319.769989,8016800
24-12-2018,313.5,314.5,295.200012,295.390015,295.390015,5559900
26-12-2018,300,326.970001,294.089996,326.089996,326.089996,8163100
27-12-2018,319.839996,322.170013,301.5,316.130005,316.130005,8575100
28-12-2018,323.100006,336.23999,318.410004,333.869995,333.869995,9939000
31-12-2018,337.790009,339.209991,325.26001,332.799988,332.799988,6302300
02-01-2019,306.100006,315.130005,298.799988,310.119995,310.119995,11658600
03-01-2019,307,309.399994,297.380005,300.359985,300.359985,6965200
04-01-2019,306,318,302.730011,317.690002,317.690002,7394100
07-01-2019,321.720001,336.73999,317.75,334.959991,334.959991,7551200
08-01-2019,341.959991,344.01001,327.019989,335.350006,335.350006,7008500
09-01-2019,335.5,343.5,331.470001,338.529999,338.529999,5432900
10-01-2019,334.399994,345.390015,331.790009,344.970001,344.970001,6056400
11-01-2019,342.089996,348.410004,338.769989,347.26001,347.26001,5039100
14-01-2019,342.380005,342.5,334,334.399994,334.399994,5247300
15-01-2019,335,348.799988,334.5,344.429993,344.429993,6056600
16-01-2019,344.779999,352,343.5,346.049988,346.049988,4691700
17-01-2019,346.209991,351.5,344.149994,347.309998,347.309998,3676700
18-01-2019,323,327.130005,299.730011,302.26001,302.26001,24150800
22-01-2019,304.820007,308,295.5,298.920013,298.920013,12066700
23-01-2019,292.5,294.5,281.690002,287.589996,287.589996,12530000
24-01-2019,283.029999,293.679993,279.279999,291.51001,291.51001,8012200
25-01-2019,294.390015,298.519989,289.549988,297.040009,297.040009,7249600
28-01-2019,292.910004,297.459991,287.75,296.380005,296.380005,6423300
29-01-2019,295.269989,298.559998,291.799988,297.459991,297.459991,4621700
30-01-2019,300.450012,309,298.48999,308.769989,308.769989,11250300
31-01-2019,301,311.559998,294,307.019989,307.019989,12569200
01-02-2019,305.420013,316.100006,303.5,312.209991,312.209991,7283400
04-02-2019,312.980011,315.299988,301.880005,312.890015,312.890015,7352100
05-02-2019,312.48999,322.440002,312.25,321.350006,321.350006,6742800
06-02-2019,319.589996,324.23999,315.619995,317.220001,317.220001,5038500
07-02-2019,313.299988,314.700012,303,307.51001,307.51001,6520600
08-02-2019,306.829987,307.450012,298.5,305.799988,305.799988,5844200
11-02-2019,311.600006,318.600006,310.5,312.839996,312.839996,7129700
12-02-2019,316.200012,318.190002,309.619995,311.809998,311.809998,5517600
13-02-2019,312.350006,312.75,305.570007,308.170013,308.170013,5141600
14-02-2019,303.380005,306.769989,301,303.769989,303.769989,5200800
15-02-2019,304.5,308,303.899994,307.880005,307.880005,3904900
19-02-2019,306.559998,311.540009,305.470001,305.640015,305.640015,4168400
20-02-2019,304.410004,306.299988,299,302.559998,302.559998,7142100
21-02-2019,301.809998,303.23999,290.5,291.230011,291.230011,8909200
22-02-2019,294.48999,296.5,292.100006,294.709991,294.709991,5740600
25-02-2019,297.910004,302.899994,297,298.769989,298.769989,6626500
26-02-2019,292.220001,302.01001,288.769989,297.859985,297.859985,8582500
27-02-2019,301.779999,316.299988,300.549988,314.73999,314.73999,11183900
28-02-2019,318.920013,320,310.809998,319.880005,319.880005,10520700
01-03-2019,306.940002,307.130005,291.899994,294.790009,294.790009,22911400
04-03-2019,298.119995,299,282.779999,285.359985,285.359985,17096800
05-03-2019,282,284,270.100006,276.540009,276.540009,18764700
06-03-2019,276.480011,281.51001,274.390015,276.23999,276.23999,10335500
07-03-2019,278.839996,284.700012,274.25,276.589996,276.589996,9442500
08-03-2019,276.910004,285.589996,275.890015,284.140015,284.140015,8819600
11-03-2019,283.519989,291.279999,280.5,290.920013,290.920013,7392300
12-03-2019,286.48999,288.070007,281.059998,283.359985,283.359985,7504100
13-03-2019,283.899994,291.98999,282.700012,288.959991,288.959991,6844700
14-03-2019,292.450012,295.390015,288.290009,289.959991,289.959991,7074200
15-03-2019,283.51001,283.723999,274.399994,275.429993,275.429993,14758243
